Region,State,County,RC Code,RC Name,Secession,Unity,Unmarked,Invalid
South,Unity,Pariang,301010,Nyokjak,1332,0,0,0
South,Unity,Pariang,301011,Ngelbule Local Building,1606,0,0,1
South,Unity,Pariang,301012,Ageet Center,1395,0,0,0
South,Unity,Pariang,301013,Akot A,1266,0,0,1
South,Unity,Pariang,301014,Aloch Local Building,1363,0,0,0
South,Unity,Pariang,301015,Lele,1678,0,0,0
South,Unity,Pariang,301016,Bhal (A) Referendum Center,1570,0,0,1
South,Unity,Pariang,301017,Burdeng,1990,0,0,1
South,Unity,Pariang,301018,Aliap,1189,0,0,0
South,Unity,Pariang,301019,Bieu,1928,0,0,2
South,Unity,Pariang,301020,Mach / Payuor,1816,0,0,0
South,Unity,Pariang,301021,Akemel,2500,0,0,0
South,Unity,Pariang,301022,Akot (B),1586,6,13,14
South,Unity,Pariang,301023,Bhal (B),1170,0,0,0
South,Unity,Pariang,301024,Wunkur,1997,0,0,0
South,Unity,Pariang,301025,Ling,1910,0,0,0
South,Unity,Pariang,301026,Jau east,702,0,0,0
South,Unity,Pariang,301027,Panthur,1722,0,0,0
South,Unity,Pariang,301028,Nyaweng,1287,0,0,1
South,Unity,Pariang,301029,Tajiel,1852,0,0,0
South,Unity,Pariang,301030,Jau West,690,2,0,3
South,Unity,Pariang,301031,Alilang,1660,0,0,1
South,Unity,Pariang,301032,Aliny Bongki Center,1590,0,0,1
South,Unity,Pariang,301033,Tor,1673,0,1,2
South,Unity,Pariang,301034,Panyang (B),1772,0,0,9
South,Unity,Pariang,301035,Dakuach,1090,0,0,0
South,Unity,Pariang,301036,Panyang (A),1726,0,0,0
South,Unity,Pariang,301037,Yaer Center,587,0,0,1
South,Unity,Pariang,301038,Panrieng Youth Center,1489,1,0,0
South,Unity,Pariang,301039,Guengdalath (A),995,0,0,0
South,Unity,Pariang,301040,Guengdalath (B),1021,0,2,0
South,Unity,Pariang,301041,Manguer (A),1049,0,0,1
South,Unity,Pariang,301042,Nyongrial,1006,0,0,0
South,Unity,Pariang,301043,Wunlith (A),1194,1,0,5
South,Unity,Pariang,301044,Kong,1292,0,0,0
South,Unity,Pariang,301045,Kumago,1061,0,0,0
South,Unity,Pariang,301046,Managuer (B),1437,0,0,6
South,Unity,Pariang,301047,Panrieng Secondary School,1983,1,0,2
South,Unity,Pariang,301048,Wunlith (B),1405,0,6,0
South,Unity,Pariang,301049,Nyiel,1110,0,0,0
South,Unity,Abiemnhom,302001,Panyang (A),496,1,3,1
South,Unity,Abiemnhom,302002,Panyang (B),668,4,0,1
South,Unity,Abiemnhom,302003,Panyang ( C),435,0,0,0
South,Unity,Abiemnhom,302004,Pathiuw,669,2,1,0
South,Unity,Abiemnhom,302005,Manjoga,493,4,1,2
South,Unity,Abiemnhom,302006,Magok,580,0,0,1
South,Unity,Abiemnhom,302007,Bangbang,593,2,0,0
South,Unity,Abiemnhom,302008,Awarpiny (A),347,1,1,0
South,Unity,Abiemnhom,302009,Awarpiny (B),772,4,2,4
South,Unity,Abiemnhom,302010,Abiemnhom,772,0,2,1
South,Unity,Mayom,303001,Bieh Primary School,1624,0,0,3
South,Unity,Mayom,303002,Bieh Clinic,912,0,0,0
South,Unity,Mayom,303003,Tuongtuol,780,0,0,0
South,Unity,Mayom,303004,Normalok,1505,0,0,1
South,Unity,Mayom,303005,Pub Primary School.,2125,0,0,0
South,Unity,Mayom,303006,Panhiany,1223,0,0,2
South,Unity,Mayom,303007,Rialthiang,2749,0,0,0
South,Unity,Mayom,303008,Kueryiek Primary School,2286,0,0,2
South,Unity,Mayom,303009,Kuoy,2092,0,0,0
South,Unity,Mayom,303010,Buoth,1814,3,1,8
South,Unity,Mayom,303011,Keah Chiengmah,3007,2,0,2
South,Unity,Mayom,303012,Thakuer,1501,0,0,0
South,Unity,Mayom,303013,Kuerbuone Clinic,1396,0,0,0
South,Unity,Mayom,303014,Tuocganbal,711,0,0,0
South,Unity,Mayom,303015,Tuocngina,1215,0,0,3
South,Unity,Mayom,303016,Kuerboma Primary School,2178,1,3,2
South,Unity,Mayom,303017,Mankien Primary School,3167,0,0,7
South,Unity,Mayom,303018,Wanam,1988,0,0,0
South,Unity,Mayom,303019,Wangbuor Primary School,1798,0,0,0
South,Unity,Mayom,303020,Pibor,1460,0,0,3
South,Unity,Mayom,303021,Kernyang,1128,0,0,1
South,Unity,Mayom,303022,Turkey,1922,0,0,2
South,Unity,Mayom,303023,Ngopkernyang,1900,0,0,0
South,Unity,Mayom,303024,Keahkernyang,1071,0,0,5
South,Unity,Mayom,303025,Puor,1690,0,0,1
South,Unity,Mayom,303026,Leel ciengciik,1196,0,0,13
South,Unity,Mayom,303027,Pajang,851,0,0,1
South,Unity,Mayom,303028,Kualkony,437,0,0,0
South,Unity,Mayom,303029,Keah Riak,2010,0,0,0
South,Unity,Mayom,303030,Wangbieth,1211,0,0,6
South,Unity,Mayom,303031,Nyekwawni,1234,0,0,0
South,Unity,Mayom,303032,Riak Primary School.,1499,0,0,0
South,Unity,Mayom,303033,Riak Headquarter,1996,0,0,0
South,Unity,Mayom,303034,Riak Clinic,1008,0,0,2
South,Unity,Mayom,303035,Chotchara,2164,0,16,1
South,Unity,Mayom,303036,Nyoat Riak,635,2,0,0
South,Unity,Mayom,303037,Ruathnyibol Primary School.,1591,0,0,0
South,Unity,Mayom,303038,Mangar,1200,0,0,0
South,Unity,Mayom,303039,Norjuoi,997,0,0,0
South,Unity,Mayom,303040,Ngop Primary School,767,0,0,0
South,Unity,Mayom,303041,Toi,1982,0,0,0
South,Unity,Mayom,303042,Chotjiok,1077,0,6,4
South,Unity,Mayom,303043,Lare,1353,0,0,2
South,Unity,Mayom,303044,Nyoat,1524,0,0,17
South,Unity,Mayom,303045,Ruothnyibol Clinic,1473,0,0,1
South,Unity,Mayom,303046,Wangkei Primary School,2400,0,0,0
South,Unity,Mayom,303047,Waak,686,0,0,1
South,Unity,Mayom,303048,Thargena,1350,0,0,0
South,Unity,Mayom,303049,Paluang,936,0,0,0
South,Unity,Mayom,303050,Wathoak,1219,0,0,0
South,Unity,Mayom,303051,Chotjak,1202,0,0,6
South,Unity,Mayom,303052,Wichruop,1048,0,0,0
South,Unity,Mayom,303053,Wichok,964,0,0,2
South,Unity,Mayom,303054,Lothjuad,980,0,0,0
South,Unity,Rubkona,304001,Bentiu (1) Secondary School,2121,0,0,1
South,Unity,Rubkona,304002,Engaze/Kordapdap,3700,3,2,0
South,Unity,Rubkona,304003,Biemruok / Suk-shabi,5526,5,7,0
South,Unity,Rubkona,304004,Dar-elsalaam,1859,0,0,0
South,Unity,Rubkona,304005,Budang Primary School,831,0,0,0
South,Unity,Rubkona,304006,Rotriak/Unity,1203,0,0,0
South,Unity,Rubkona,304007,Norlamwel,858,0,0,0
South,Unity,Rubkona,304008,Kaljak,488,0,0,0
South,Unity,Rubkona,304009,Ngop,868,0,0,0
South,Unity,Rubkona,304010,Manwalbar,1006,0,1,0
South,Unity,Rubkona,304011,Tuarkiel/Wak/Rier,1215,0,0,1
South,Unity,Rubkona,304012,Chanlual-Chotjok,1361,0,0,1
South,Unity,Rubkona,304013,Rubnyegai,414,0,0,0
South,Unity,Rubkona,304014,Riaideng,946,0,0,0
South,Unity,Rubkona,304015,Tongadol-Kurchala,929,1,0,1
South,Unity,Rubkona,304016,Guei-wangrial,1318,0,0,0
South,Unity,Rubkona,304017,Barmalual Nyieng,358,0,0,0
South,Unity,Rubkona,304018,Gizera,425,0,0,0
South,Unity,Rubkona,304019,Buaw-Nor,283,1,0,0
South,Unity,Rubkona,304020,Juac-paranga,714,0,0,0
South,Unity,Rubkona,304021,Kilo talati,1065,4,0,0
South,Unity,Rubkona,304022,Wangnyang,821,0,0,0
South,Unity,Rubkona,304023,Rubkona Secondary School,2289,0,0,2
South,Unity,Rubkona,304024,Rubkona 1,2986,1,0,7
South,Unity,Rubkona,304025,Rubkona 2,3071,0,0,2
South,Unity,Rubkona,304026,Chanlual-Youanyang,953,0,0,1
South,Unity,Rubkona,304027,Dhorka,646,0,0,0
South,Unity,Rubkona,304028,Bentiu (2) Secondary School,1122,2,2,1
South,Unity,Rubkona,304029,Panhiany,652,0,0,0
South,Unity,Rubkona,304030,Tuet,456,0,0,0
South,Unity,Rubkona,304031,Bilnyang-Kalabalek,3423,3,1,4
South,Unity,Rubkona,304032,Dere A & B,2518,1,2,0
South,Unity,Rubkona,304033,Mangual Local Building,451,0,0,0
South,Unity,Rubkona,304034,Nhialdiu Primary School,2390,1,1,0
South,Unity,Rubkona,304035,Thiet and Kalker,608,0,0,0
South,Unity,Rubkona,304036,Touchluak Buaw,1513,0,0,0
South,Unity,Rubkona,304037,Chotchara and Mathiang,979,1,0,0
South,Unity,Rubkona,304038,Waathhjak/Buoytong,466,0,0,0
South,Unity,Rubkona,304039,Jaath,934,0,0,0
South,Unity,Rubkona,304040,Dhorbor,430,0,0,0
South,Unity,Rubkona,304041,Parkur Ding Ding,1012,1,0,1
South,Unity,Rubkona,304042,Manlual/Yocyouc,276,0,0,0
South,Unity,Rubkona,304043,Unity State Prison,12,0,0,0
South,Unity,Guit,305001,Rubkona Prison Center,1990,0,0,3
South,Unity,Guit,305002,Tharwang,2790,0,0,0
South,Unity,Guit,305003,Kuerguine,1950,0,0,10
South,Unity,Guit,305004,Thoan 1,1995,0,0,4
South,Unity,Guit,305005,Thoan 2,1950,1,13,1
South,Unity,Guit,305006,Dhorbor,1978,0,0,0
South,Unity,Guit,305007,Kuerlatjor,1979,0,0,2
South,Unity,Guit,305008,Nyakier Guit,1997,0,0,0
South,Unity,Guit,305009,Burbur,1993,0,0,0
South,Unity,Guit,305010,Thorgow,1990,0,0,0
South,Unity,Guit,305011,Kogak,1968,0,0,1
South,Unity,Guit,305012,Jiath,1997,0,0,0
South,Unity,Guit,305013,Dengbow,1979,0,0,1
South,Unity,Guit,305014,Kuerbona 1,3978,0,0,0
South,Unity,Guit,305015,Kuerbona 2,1991,0,0,1
South,Unity,Guit,305016,Dhoreng Centre,2181,0,0,2
South,Unity,Guit,305017,Wanglieth,2009,0,0,0
South,Unity,Guit,305018,Wicruop,2001,0,0,0
South,Unity,Guit,305019,Kuerngueni Primary School,2071,0,0,1
South,Unity,Guit,305020,Kuanyrow,1987,0,0,0
South,Unity,Guit,305021,Tharkuer,1998,0,0,0
South,Unity,Guit,305022,Lathtang,2809,0,0,3
South,Unity,Guit,305023,Nying,2186,0,2,1
South,Unity,Guit,305024,Burpiny,1975,0,0,0
South,Unity,Guit,305025,Guit 1,2008,0,0,2
South,Unity,Guit,305026,Guit 2,2013,0,0,2
South,Unity,Guit,305027,Guit 3,1985,0,0,2
South,Unity,Guit,305028,Guit 4,1865,0,0,0
South,Unity,Guit,305029,Old Guit,1999,0,0,0
South,Unity,Guit,305030,Wicluak,1995,0,0,0
South,Unity,Guit,305031,Kuach,2127,0,0,1
South,Unity,Guit,305032,Kuerkuol,2266,0,0,0
South,Unity,Guit,305033,Dandok,2193,0,0,3
South,Unity,Guit,305034,Khat,2196,0,0,0
South,Unity,Guit,305035,Duar 1,2098,0,0,0
South,Unity,Guit,305036,Duar 2,2991,1,0,0
South,Unity,Guit,305037,Duar 3,2079,0,1,0
South,Unity,Guit,305038,Koatjuoy,1991,1,0,0
South,Unity,Koch,306001,Gang,1948,1,2,0
South,Unity,Koch,306002,Bang,1060,0,2,8
South,Unity,Koch,306003,Buoth,1254,0,0,0
South,Unity,Koch,306004,Pakur,863,0,0,1
South,Unity,Koch,306005,Norbor,648,0,0,0
South,Unity,Koch,306006,Guor,426,0,0,0
South,Unity,Koch,306007,Nyong,1300,0,0,1
South,Unity,Koch,306008,Mirmir,2291,2,5,1
South,Unity,Koch,306009,Bieh Kuol,623,0,0,0
South,Unity,Koch,306010,Patit,800,0,0,0
South,Unity,Koch,306011,Buoh,713,0,0,0
South,Unity,Koch,306012,Buaw,2790,0,0,0
South,Unity,Koch,306013,Bieth,397,0,0,3
South,Unity,Koch,306014,Ghor,249,0,0,0
